project,method,algorithm,batch_size,builds_saved,testall_size,confidence
naver-pinpoint.csv,ssr,BATCHBISECT,2,85.21434783935547,2286,19
naver-pinpoint.csv,ssr,BATCHBISECT,4,79.00262451171875,2286,17
naver-pinpoint.csv,ssr,BATCHBISECT,8,74.10323715209961,2286,19
naver-pinpoint.csv,ssr,BATCHBISECT,16,65.66054153442383,2286,20
naver-pinpoint.csv,ssr,BATCH4,4,82.32720947265625,2286,17
naver-pinpoint.csv,ssr,BATCHSTOP4,4,82.32720947265625,2286,17
naver-pinpoint.csv,ssr,BATCHSTOP4,8,78.39020156860352,2286,19
naver-pinpoint.csv,ssr,BATCHSTOP4,16,69.94750595092773,2286,20
open-keychain-open-keychain.csv,ssr,BATCHBISECT,1,85.5694227218628,2564,19
open-keychain-open-keychain.csv,ssr,BATCHBISECT,2,74.68798828125,2564,20
open-keychain-open-keychain.csv,ssr,BATCHBISECT,4,58.619346618652344,2564,19
open-keychain-open-keychain.csv,ssr,BATCHBISECT,8,42.08268356323242,2564,18
open-keychain-open-keychain.csv,ssr,BATCHBISECT,16,26.3260498046875,2564,19
open-keychain-open-keychain.csv,ssr,BATCH4,4,65.7956314086914,2564,19
open-keychain-open-keychain.csv,ssr,BATCHSTOP4,4,65.7956314086914,2564,19
open-keychain-open-keychain.csv,ssr,BATCHSTOP4,8,50.42901611328125,2564,18
open-keychain-open-keychain.csv,ssr,BATCHSTOP4,16,35.296409606933594,2564,19
apache-tajo.csv,ssr,BATCHBISECT,1,86.95881748199463,1894,20
apache-tajo.csv,ssr,BATCHBISECT,2,80.20063400268555,1894,20
apache-tajo.csv,ssr,BATCHBISECT,4,65.522705078125,1894,17
apache-tajo.csv,ssr,BATCHBISECT,8,36.53643035888672,1894,16
apache-tajo.csv,ssr,BATCHBISECT,16,25.65998077392578,1894,18
apache-tajo.csv,ssr,BATCH4,4,69.95776176452637,1894,17
apache-tajo.csv,ssr,BATCHSTOP4,4,69.95776176452637,1894,17
apache-tajo.csv,ssr,BATCHSTOP4,8,43.61140441894531,1894,16
apache-tajo.csv,ssr,BATCHSTOP4,16,34.10771179199219,1894,18
ngageoint-geowave.csv,ssr,BATCHBISECT,1,80.12144470214844,6258,20
ngageoint-geowave.csv,ssr,BATCHBISECT,2,77.13327026367188,6258,19
ngageoint-geowave.csv,ssr,BATCHBISECT,4,73.74560546875,6258,17
ngageoint-geowave.csv,ssr,BATCHBISECT,8,61.12176513671875,6258,17
ngageoint-geowave.csv,ssr,BATCHBISECT,16,49.24896240234375,6258,17
ngageoint-geowave.csv,ssr,BATCH4,4,79.53020095825195,6258,17
ngageoint-geowave.csv,ssr,BATCHSTOP4,4,79.53020095825195,6258,17
ngageoint-geowave.csv,ssr,BATCHSTOP4,8,69.399169921875,6258,17
ngageoint-geowave.csv,ssr,BATCHSTOP4,16,58.90060806274414,6258,17
